2024_11_04_09:00,최태원 SK 회장 AI 대확장 2017년 전후 도래 성장 기회를 잡으려면 준,SK하이닉스가 지난해 8조 원에 가까운 영업적자를 극복하고 올해 3분기 7조 원의 역대 최대 분기 영업이익을 기록한 요인도 소개했다 곽노정 SK하이닉스 CEO는 낸드플래시 생산기지인 청주 M15를 고대역폭메모리HBM
2024_11_04_09:00,KB證 생성형 AI 기반 실적속보 보고서 발간,KB증권은 지난 달 23일부터 AI 실적속보를 통해 삼성전자와 SK하이닉스 현대차 HD현대건설기계 마이크로소프트MSFT 알파벳AGOOGL 메타 플랫폼즈META 스타벅스SBUX 등 주요 국내외 기업의 실적 발표 핵심
2024_11_04_09:00,젠슨황도 쩔쩔매는 슈퍼을TSMC는 왜 잘 나갈까,HBM3E5세대 시장에서 SK하이닉스 등 경쟁업체에 밀렸다는 평가를 받는 삼성전자는 6세대 제품인 HBM4 개발 및 양산에 사활을 걸고 있다 HBM4부터는 베이스 다이에 고객의 요구에 맞춘 기능을 넣기 위한 공정을 거치게
2024_11_04_09:00,KB증권 AI 실적속보 보고서 발간생성형 AI 적극 도입,KB증권은 지난달 23일부터 AI 실적속보를 통해 삼성전자 SK하이닉스 현대차 HD현대건설기계 마이크로소프트 알파벳A 메타 플랫폼즈 스타벅스 등 주요 국내외 기업의 실적 발표 핵심 내용을 전달했다 이번 3분기
2024_11_04_09:00,개장시황 코스피 026 상승 출발장 초반 2550대 강보합세,시가총액상위주 가운데 삼성전자103 SK하이닉스143 현대차141 기아201 등은 오르고 있다 LG에너지솔루션024 삼성바이오로직스020 KB금융185 등은 내리고 있다 코스닥은 전 거래일
2024_11_04_09:00,이상일 용인시장 공직자와 함께 변화혁신 얻어내 그 값진 공로 인정,이상일 시장은 삼성전자가 360조원을 투자하는 이동남사읍의 첨단시스템반도체 국가산업단지 유치지난해 3월와 함께 이곳 국가산단과 SK하이닉스가 122조원을 투자하는 원삼면의 용인반도체 클러스터 삼성전자가
2024_11_04_09:00,애널픽 밸류업 ETF 상장 고려아연 지수 편출 혹은 수시변경 필요해,유안타증권은 4일 보고서를 내고 지수 헤드라인 성과는 양호하지만 고려아연 SK하이닉스 한화에어로스페이스 등의 소수 종목 성과 익스포져가 높은 편이라며 특히 고려아연은 경영권 분쟁 관련 실질 유동물량
2024_11_04_09:00,KB증권 생성형 AI 기반 AI 실적속보 보고서 발간,KB증권은 지난달 23일부터 AI 실적속보를 통해 삼성전자 SK하이닉스 현대차 HD현대건설기계 마이크로소프트 알파벳A 메타 플랫폼즈 스타벅스 등 주요 국내외 기업의 실적 발표 핵심 내용을 전달했다 이번 3분기
2024_11_04_09:00,장중시황 코스피 장초반 개미 사자에 상승 출발,삼성전자  086  SK하이닉스  181  LG에너지솔루션  061  삼성바이오로직스  03  현대차  094  삼성전자우  0  셀트리온  011  기아  170  KB금융  174  NAVER  236  같은시각
2024_11_04_09:00,코스피 상승 출발중국 무비자 입국 소식에 여행항공주 강세,NAVER23 SK하이닉스126 기아095 현대차07 삼성전자051는 강세를 보이고 있다 반면 KB금융153 LG화학094 현대모비스08 삼성SDI06 LG에너지솔루션036 POSCO홀딩스03는 하락
2024_11_04_09:00,최태원 SK그룹 회장 AI반도체에너지 등 핵심 사업에 총력운영개선,특히 SK하이닉스가 지난해 8조원에 가까운 대규모 영업적자를 기록한 위기를 극복하고 지난 3분기 7조원의 역대 최대 분기 영업이익을 기록하는 등 시장 선도기업으로 도약할 수 있었던 요인을 소개하는 시간도
2024_11_04_09:00,코스피 2550선에서 오르락내리락 코스닥도 상승 출발,반도체 대장주인 삼성전자와 SK하이닉스는 각각 069 165 상승하고 있다 현대차 삼성전자우 셀트리온 기아 NAVER 등도 오름세다 이에 비해 LG에너지솔루션은 073 하락하고 있다 KB금융도 174 주가가
2024_11_04_09:00,코스피 개미 사자에 상승 출발항공주 강세,삼성전자005930가 400원069 올라 5만 8700원에 거래되는 가운데 SK하이닉스000660도 104 강세다 엘앤에프066970가 부진한 실적에 2대 약세다 지난 1일 엘앤에프의 3분기 실적은 매출액 3516억원으로 전년 동기
2024_11_04_09:00,코스피 강보합 출발삼전하이닉스 동반 강세,SK하이닉스는 전장보다 104 오른 18만4100원에 거래 중이다 이 외에는 현대차070 기아095 NAVER265 등이 강세를 삼성바이오로직스020 KB금융207 신한지주019 등이 약세를 보이고 있다 같은
2024_11_04_09:00,코스피 상승 출발삼성전자  SK하이닉스 장초반 강세,한국거래소에 따르면 오전 9시 2분 현재 삼성전자는 직전거래일 대비 103 상승한 5만8900원 SK하이닉스는 104 상승한 18만4100원에 각각 거래 중이다 같은 시각 코스피 지수는 직전거래일 대비 655포인트026
2024_11_04_09:00,11월 1일 주식시장 주요공시,65 규모 공급계약사무자동화장비 유지보수 용역 체결계약기간2024110120271031 테스 SK하이닉스와 98억원최근 매출액대비 667 규모 공급계약반도체 제조장비 체결계약기간202410312024
2024_11_04_09:00,최태원 회장 수년 내 AI 산업에 큰 변화운영개선OI 서둘러 기회,이번 세미나에서는 SK하이닉스가 지난해 8조원에 가까운 대규모 영업적자를 기록한 위기를 극복하고 지난 3분기 7조원의 역대 최대 분기 영업이익을 기록하는 등 시장 선도기업으로 도약할 수 있었던 요인을
2024_11_04_09:00,공고해지는 아메리카 퍼스트  韓 기업 풍랑 더 거세진다 美 대선,SK하이닉스는 투자금 38억7000만달러 보조금 4억5000만달러가 예정됐다 반도체는 1997년 세계무역기구WTO의 정보기술협정에 따라 전세계적으로 무관세로 수출입이 이뤄진다 보조금 정책을 백지화하겠다는 이번 발언은
2024_11_04_09:00,주변보다 약 1억원 저렴한 용인 둔전역 에피트 내일5일부터 무순위,국지도 57호선을 이용하면 SK하이닉스가 진행 중인 원삼면 일대의 용인 반도체클러스터 일반산업단지와 예비타당성 조사가 면제된 45번 국도는 삼성전자가 주도하는 이동남사읍 일대의 첨단 시스템반도체
2024_11_04_09:00,에이직랜드 SK하이닉스와 310억 규모 공급 계약 체결,에이직랜드는 SK하이닉스와 310억원 규모 컴퓨트익스프레스링크CXL 적용 주문형 반도체 설계 공급 계약을 체결했다고 4일 공시했다 계약금액은 최근 매출액 대비 419다 계약기간은 지난 1일부터 2026년
2024_11_04_09:00,신한운용 SOL 코리아밸류업 TR ETF 상장유일한 배당재투자,주요 구성종목을 살펴보면 SK하이닉스152 삼성전자127 현대차83 셀트리온70 기아61 신한지주60 KTG27 삼성화재27 우리금융지주26 한화에어로스페이스23 이고 정보기술
2024_11_04_09:00,최태원 SK 회장 SK 성장위해 운영개선 서둘러 완성해야,이번 세미나에서는 SK하이닉스가 지난해 8조원에 가까운 대규모 영업적자를 기록한 위기를 극복하고 지난 3분기 7조원의 역대 최대 분기 영업이익을 기록하는 등
2024_11_04_09:00,삼성전자 리부팅하라➂ 발등에 불 삼성전자 HBM 외에는 대안,경쟁사인 SK하이닉스는 인공지능AI 반도체 열풍이 지속되면서 고대역폭 메모리HBM 수요 증가에 최대 수혜자가 되고 있다 반면 삼성전자는 HBM3E 8단 제품 퀄테스트를 통과하지 못하면서 HBM 시장에서 입지가
2024_11_04_08:00,신한운용 유일 배당재투자 SOL 코리아밸류업 TR ETF 신규 상장,주요 구성종목을 살펴보면 SK하이닉스152 삼성전자127 현대차83 셀트리온70 기아61 신한지주60 KTG27 삼성화재27 우리금융지주26 한화에어로스페이스23 이다 이 외에도
2024_11_04_08:00,한화자산운용 PLUS 코리아밸류업 ETF 신규 상장,주요 구성종목은 SK하이닉스 삼성전자 현대차 셀트리온 기아 등 100종목이며 총보수는 0009이다 분배일은 매월 15일로 월 중 배당을 지급한다 ETF는 기업 가치 우수 종목뿐만 아니라 향후 기업가치 성장이
2024_11_04_08:00,K투자 큰손들⑧ 한국맥쿼리 인컴펀드 안 들어오는 한국,황 대표는 코스피의 30 정도에 해당하는 삼성전자와 SK하이닉스가 꺾이다 보니 한국 시장이 부진하다며 올해 하반기와 내년 상반기에는 전력 관련 업종의 수요가 좋을 전망이지만 한국 전체 시가총액으로 봤을 때
2024_11_04_08:00,한화운용 코리아밸류업 ETF 출시 정책 수혜 기대,주요 구성 종목은 SK하이닉스 삼성전자 현대차 셀트리온 기아 등 100종목이고 총보수는 0009이다 분배일은 매월 15일로 월 중 배당금을 지급한다 해당 ETF는 기업 가치 우수 종목뿐만 아니라 향후 기업가치
2024_11_04_08:00,신한운용 유일 배당재투자 SOL 코리아밸류업 TR 상장,주요 구성종목을 살펴보면 SK하이닉스152 삼성전자127 현대차83 셀트리온70 기아61 신한지주60 KTG27 삼성화재27 우리금융지주26 한화에어로스페이스23 등이 있고 정보기술 소재 금융
2024_11_04_08:00,에이직랜드 SK하이닉스서 CXL 적용 주문형 반도체 설계 수주,스마트투데이김세형 기자 에이직랜드는 SK하이닉스로부터 CXL이 적용된 주문형 반도체 설계 용역을 수주했다고 4일 공시했다 총 310억5400만원 규모로 지난해 매출의 419에 달한다 계약 기간은 2026년
2024_11_04_08:00,밸류업 ETF 상장경영권 분쟁 고려아연 지수 편출 고려해야,고 연구원은 9월 말 지수 발표 이후 성과를 보면 고려아연 한화에어로스페이스 SK하이닉스의 기여도가 가장 높은 편이라며 경영권 분쟁 후 유동성이 부족해지고 있어 고려아연의 경우 지수 추종자금이 유입되는
2024_11_04_08:00,배당재투자 신한운용 SOL 코리아밸류업TR 상장,주요 구성종목을 살펴보면 SK하이닉스152 삼성전자127 현대차83 셀트리온70 기아61 신한지주60 KTG27 삼성화재27 우리금융지주26 한화에어로스페이스23 이고
2024_11_04_08:00,영업이익률 40對22HBM이 갈라놓은 희비,삼성전자와 SK하이닉스가 3분기 실적을 공개한 가운데 두 회사 메모리 사업 분야 영업이익률 격차가 눈길을 끈다 메모리 사업 중심인 SK하이닉스는 영업이익률을 공개했다 40 삼성전자는 이 분야 영업이익률을
2024_11_04_08:00,한화운용 PLUS 코리아밸류업 ETF 신규 상장,주요 구성종목은 SK하이닉스 삼성전자 현대차 셀트리온 기아 등 100종목이며 총보수는 0009이다 분배일은 매월 15일이다 월 중 배당금을 지급한다 ETF는 기업 가치 우수 종목뿐만 아니라 향후 기업가치
2024_11_04_08:00,밸류업 수혜 기대 한화운용 PLUS코리아밸류업 ETF 상장,주요 구성종목은 SK하이닉스 삼성전자 현대차 셀트리온 기아 등 100종목이며 총보수는 0009이다 분배일은 매월 15일로 월 중 배당을 지급한다 ETF는 기업 가치 우수 종목뿐만 아니라 향후 기업가치 성장이
2024_11_04_08:00,삼성SK 나란히 AI 행사 개최 최태원한종희 무대 위로,이 외에도 유영상 SK텔레콤 사장 곽노정 SK하이닉스 사장은 AI 전략과 제품 개발 현황을 공개하는 AI 언팩 쇼케이스를 진행한다 또 챗GPT 개발사인 오픈AI의 그레그 브로크먼 회장 겸 사장 라니 보카르
2024_11_04_08:00,트럼프 해리스 아 몰라 최종 전까진 투자결정 안할래요 투자360,삼성전자와 SK하이닉스가 각각 152 220 하락한 것을 비롯해 국내 반도체주가 줄줄이 내렸다 지난주 말1일 뉴욕 증시는 충격적으로 저조한 미국 10월 고용 지표에도 불구하고 아마존 실적에 주목하며 반등했다 10월
2024_11_04_08:00,한화운용 PLUS 코리아밸류업 ETF 신규 상장,주요 구성종목은 SK하이닉스 삼성전자 현대차 셀트리온 기아 등 100종목이며 총보수는 0009이다 분배일은 매월 15일로 월 중 배당을 지급한다 ETF는 기업 가치 우수 종목뿐만 아니라 향후 기업가치 성장이 기대되는
2024_11_04_08:00,황병성 칼럼  푸른 산호초와 아파트,반면 한국은 삼성전자SK 하이닉스 대만은 TSMC가  AI 반도체 시장을 주도하며 경제 성장을 이끌고 있다 새로운 성장 동력이 없는 일본의 1위 탈환은 당분간 어려울 것으로 보인다 우리에게는 좋은 소식이 아닐 수
2024_11_04_08:00,밸류업 ETF 상장경영권 분쟁 고려아연 수시변경 필요,그는 9월 말 지수 발표 이후 성과를 보면 고려아연 한화에어로스페이스 SK하이닉스의 기여도가 가장 높은 편이라며 특히 경영권 분쟁 관련 유동성이 부족해지는 고려아연의 경우 지수 추종 자금의 편입 수요가
2024_11_04_08:00,어제장 오늘장 계속되는 기업 실적 발표3분기 SK이노 실적 주목,SK하이닉스도 22 추가 조정을 받으며 18만 2200원이었습니다 불확실성이 커진 상황에서 반도체쪽 투심이 많이 약해진 모습입니다 삼성바이오로직스와 셀트리온도 약했습니다 반면 LG에너지솔루션 123 올랐는데요
2024_11_04_08:00,삼성전자 임원인사 앞두고 인적쇄신 여부 촉각,삼성전자의 실적이 전망치를 밑돈 반면 SK하이닉스는 실적이 대폭 상승하면서 위기론이 더 커지고 있다 삼성전자의 올해 3분기 DS 부문의 영업이익은 3조8600억 원 영업이익률은 132를 기록했다 이에 비해
2024_11_04_08:00,미국 대선 이후 증시의 불확실성 해소 기대,특히 삼성전자와 SK하이닉스가 각각 152 220 하락하면서 국내 반도체주가 일제히 내렸다 반면 지난주 뉴욕 증시는 저조한 미국 10월 고용 지표에도 불구하고 아마존 실적 호조에 힘입어 반등했다 아마존의 올해
2024_11_04_08:00,3분증시 이번 주 증시 미 대선FOMC 주목변동성 대비해야,특히 나스닥지수가 27 급락하면서 국내 증시에서도 삼성전자와 sk하이닉스 등 반도체주에 대한 투자심리가 위축됐습니다 삼성전자 주가는 5세대 고대역폭메모리 HBM3E의 납품에 대한 기대에도 세부 사항이 부족하다는
2024_11_04_08:00,마켓뷰 미국 대선만 끝나면 불확실성 정점 향하는 증시,삼성전자와 SK하이닉스가 각각 152 220 하락한 것을 비롯해 국내 반도체주가 줄줄이 내렸다 지난주 말1일 뉴욕 증시는 충격적으로 저조한 미국 10월 고용 지표에도 불구하고 아마존 실적에 주목하며 반등했다 10월
2024_11_04_08:00,삼성도 주목한 전력반도체 미래시장 흔들 키 될까,SK하이닉스 자회사인 SK키파운드리는 8인치 GaN 기반의 전력반도체 양산을 내년 하반기로 잡고 있다 또 GaN보다 성능이 뛰어난 SiC 전력 반도체 양산을 위해 웨이퍼 협력 업체와 함께 8인치 웨이퍼도 개발 중이다
2024_11_04_07:00,삼성SK 오늘 나란히 AI 행사최태원한종희 출동,유영상 SK텔레콤 사장 곽노정 SK하이닉스 사장은 AI 전략과 제품 개발 현황을 공개하는 AI 언팩 쇼케이스를 진행한다 또 챗GPT 개발사인 오픈AI의 그레그 브로크먼 회장 겸 사장 라니 보카르 마이크로소프트MS
2024_11_04_07:00,관심 집중 국내 기업 34분기 실적 발표 희비 공존,삼성전자 울고  SK하이닉스 웃고 상반된 분위기 美 대선 이후 연준 한 번 더 금리 인하 예의주시 삼성전자는 올해 3분기 반도체 부문에서 4조 원에 못 미치며 기대치를 하회하는 영업이익을 냈다 지난달
2024_11_04_07:00,뚜껑 하나에 뚜껑 열리는 산업안전보건의 세계,비영리 공익법인 설립을 통한 간접지원 방안도 훌륭한 대안될 수 있다 SK하이닉스의 기부금으로 운영되는 일환경건강센터 현대자동차의 출연금으로 운영되는 산업안전상생재단 등이 좋은 선례다 일환경건강센터 PL
2024_11_04_07:00,스타트경제 40대 아파트 매입 비중 1위 탈환20대 이하 거래 비중,이게 SK하이닉스하고 마이크론테크놀로지 같은 경우 이미 테스트를 했고 그런데 지금 1년 가까이 가도록 삼성전자가 테스트를 못하고 있는 상태다 보니까 향후에 실적에 대한 기대감도 굉장히 떨어져 있던 상태였는데요
2024_11_04_07:00,더벨SK하이닉스 CXL 30 D램부터 자체 컨트롤러 적용,SK하이닉스와 삼성전자가 컴퓨트익스프레스링크CXL 컨트롤러 내재화를 준비 중이다 포스트 고대역폭메모리HBM가 될 것으로 예상되는 CXL 메모리 시장에 대응하기 위해서다 현재 SK하이닉스와 삼성전자의 CXL
2024_11_04_07:00,대통령 누가 되든 미국 우선셈법 복잡해진 우리 기업,하지만 그들은 좋은 회사를 우리에게 주지는 않을 겁니다 이미 보조금을 약속 받고 미국 공장 건설을 추진 중인 삼성전자와 SK하이닉스가 계획을 조정해야 할 수도 있습니다 트럼프는 바이든 정부의 친환경 자동차
2024_11_04_07:00,TC본더 지각변동 한미반도체 신제품으로 TC본더 세계 1위 유지,마이크론 하반기 추가 수주 기대 국내 고객사 추가 확보 노력 SK하이닉스가 TC본더 장비 다변화를 시도하고 있지만 독점 납품하던 한미반도체가 마이크론에 장비 납품 물꼬를 트면서 추가 수주가 기대되는 등 당분간
2024_11_04_07:00,밸류업 지수 코스피코스닥 지수와 괴리 커 유명무실화 우려,밸류업 ETF는 또 우량 종목을 담을 포트폴리오 비중이 최대 15로 되어 있어 삼성전자나 SK하이닉스 등 시가총액 비중도 크고 성장성이 높은 종목을 담기에는 한계가 있다 밸류업 지수 자체가 한편으론 코스피 등 기존
2024_11_04_07:00,등골이 오싹해지는 중국 메모리의 POWER 강해령의 하이엔드 테크,삼성도 저가 메모리 생산이 메인  삼성과 SK하이닉스가 중국의 추격을 안심할 수 없는 이유 여전히 레거시 D램은 삼성전자와 SK하이닉스의 중요한 매출원이기 때문입니다 지금부터 반도체 업계에서 가장
2024_11_04_07:00,삼성전자와 성과급 체계 달라 SK하이닉스로 간 반도체 인재,AI 반도체 붐의 대표 수혜기업인 SK하이닉스가 9월 신입경력 채용 지원 서류 접수를 마감한 지 한 달 만에 경력 채용 공고를 내고 서류를 접수받는다 올해만 5번째 경력직 모집이다 최근 반도체 업계에서
2024_11_04_07:00,요즘 최태원의 시작과 끝은 AI3년 뒤 대확장SK 운영 개선 서둘,또한 SK하이닉스가 AI 반도체 시장 선도기업으로 도약한 요인을 곽노정 SK하이닉스 CEO가 직접 소개하는 시간도 가졌다 강도 높은 리밸런싱 연말 임원 인사 관심 SK그룹은 이번 CEO 세미나에서 논의된 내용을
2024_11_04_06:00,美 대선이 재편할 글로벌 무역질서 중국 플러스 다수 시대 개막,삼성전자와 SK하이닉스는 미국과 중국 사이에서 반도체 기술 수출 균형을 맞추기 위해 고심하고 있으며 현대자동차그룹은 IRA 대응을 위해 미국 현지 생산을 확대하고 있다 LG에너지솔루션은 북미유럽아시아에
2024_11_04_06:00,메모리도 이러다 당한다中 치킨게임 위협 현실로,삼성전자와 SK하이닉스가 고대역폭메모리HBM 등 AI반도체 중심으로 사업 경쟁력 강화에 나선 가운데 중국이 범용 반도체 경쟁력 강화에 나서면서 메모리 수익구조가 흔들릴 수 있다는 우려가 나온다 삼성전자의
2024_11_04_06:00,미 대선 글로벌 증시 숨죽인다 안전벨트 꽉 조이세요,삼성전자는 고대역폭 메모리HBM 공급 기대감에 반등했지만 SK하이닉스를 비롯한 기존 HBM 밸류체인 종목들은 하락세를 면치 못했다 고려아연의 유상증자 결정으로 코스피는 추가 하락 압력을 받았다 이번 주에는 미국
2024_11_04_06:00,8조 아껴 여기에 투자하라 반도체서 승기 잡은 회장님의 다음 사,곽노정 SK하이닉스 CEO는 세미나에서 올해 실적 개선은 단순히 반도체 시장 회복에 편승한 결과가 아니었다면서 낸드플래시 생산기지인 청주 M15을 고대역폭 메모리HBM 생산라인으로 구축하는 과감한
2024_11_04_06:00,누가 되든 미국 우선美 대선에 속타는 한국 기업,보조금을 약속받고 미 공장 건설을 추진 중인 삼성전자와 SK하이닉스로선 계획을 수정해야 할 수 있습니다 여기에 친환경 자동차 보조금도 축소폐기 가능성이 있는데 자동차와 배터리 업계로선 불확실성이 커질 수밖에
2024_11_04_06:00,최태원 차세대 챗GPT 등장 후 2027년 AI 시장 대확장AI반도체에,SK이노베이션에서 59조원 SK하이닉스에서 27조원을 수출했다 최태원 SK그룹 회장이 지난 8월 5일 경기 이천시 SK하이닉스 이천캠퍼스를 방문해 SK하이닉스 주요 경영진과 HBM 생산 현장을 점검하고 있다 또한
2024_11_04_06:00,취업난에 자연계열 AI반도체 강세인문계는 경영학과,특히 삼성전자와 SK 하이닉스 같은 반도체 대기업과 연계된 계약학과가 다수 포함되면서 취업 혜택과 안정성이 높은 실용 전공들이 인기를 끌고 있는 상황입니다 계속되는 취업난 속에서 이 같은 추세는 당분간 이어질
2024_11_04_06:00,글로벌 경기 둔화 구간수출보다 내수소비 관련주에 주목,미국에선 AMD와 인텔 한국에선 SK하이닉스와 삼성전자가 대표적입니다 엔비디아는 관련 대장주로 아직 추세가 유효한 종목이지만 실적 서프라이즈의 강도와 성장률은 둔화가 불가피해 보입니다 중장기 고점 판단은
2024_11_04_06:00,상법 개정거버넌스 개선이 밸류업의 성공 분수령,이를 피하기 위해 성과 중심의 구성이 필요했기 때문에 SK하이닉스와 같은 종목을 많이 포함한 것으로 안다 밸류업은 장기적인 관점에서 잣대를 마련해야 한다 기업은 살아 있는 생명체와 같기 때문에 경영자도 3년 5년
2024_11_04_06:00,코스피 키를 쥔 반도체주 지금 사야할 종목은,이슈폴 정민규 상상인증권 애널리스트 이오테크닉스 SK하이닉스 이오테크닉스는 1bnm 1cnm 등 선단공정 확대에 따른 레이저 신규 장비군 양산 매출 본격화로 실적 개선이 기대된다 SK하이닉스는 HBM의 타이트한
2024_11_04_06:00,심상치 않은 한국 경제 리스크 관리가 필요하다,무엇보다 HBM고대역폭메모리에서는 SK하이닉스 파운드리반도체 위탁생산에서는 TSMC에 각각 끌려 다니는 모습이 안타깝다 물론 과거 문재인 정권이 삼성전자를 겨냥하여 총수를 사법처리한 데 이어 노조를
2024_11_04_06:00,박종면칼럼 SK하이닉스의 도약과 최태원 이혼재판,항소심대로면 최회장 가용재산 전부 줘야해 적대세력 4조 공개매수면 그룹 경영권 뺏겨 세계1위 메모리社 해외사냥꾼 먹잇감 될수도 대법원 충분한 시간갖고 제대로 심리판결해야 SK하이닉스가 지난 3분기 7조원
2024_11_04_06:00,삼성전자SK하이닉스 올해 창립기념 관통 키워드 AI,반도체 업계 양대산맥인 삼성전자와 SK하이닉스가 올해 창립기념의 키워드를 인공지능AI으로 앞세우며 기술 리더십 강화를 주문했다 양사는 AI 반도체 시대 속 철저한 미래 준비와 기술적 역량을 쌓아 시장 내
2024_11_04_06:00,삼성SK AI 비전 밝힌다석학 모아 나란히 AI 행사,HBM 시장을 이끄는 SK하이닉스000660는 HBM 최대 수요처인 엔비디아 세계 1위 파운드리반도체 위탁 생산 TSMC와 동맹 수준의 협력 관계를 맺고 있다 유영상 SK텔레콤017670 사장 곽노정 SK하이닉스 사장은 AI
2024_11_04_05:00,삼성SK 인적 쇄신으로 조직 재정비재계 인사 폭 커진다,SK그룹은 SK하이닉스000660를 제외하면 그룹 내 대부분 계열사들의 사업 실적이 부진하다 희망퇴직을 단행한 SK온 퇴직 격려금을 3억원으로 올려 인력을 감축하고 있는 SK텔레콤017670 등은 임원 수 축소에 나설 수
